timestamp,energy_demand_kWh,hour,day_of_week,is_weekend,lag_1,lag_24
2011-06-24 06:00:00,367.7158135981663,6,4,0,300.4430863254392,364.6600458365162
2011-06-24 07:00:00,534.4843391902209,7,4,0,367.7158135981663,484.7211611917495
2011-06-24 08:00:00,549.281894576013,8,4,0,534.4843391902209,547.50190985485
2011-06-24 09:00:00,577.6165011459129,9,4,0,549.281894576013,658.8311688311701
2011-06-24 10:00:00,650.404889228419,10,4,0,577.6165011459129,592.948815889993
2011-06-24 11:00:00,704.025974025974,11,4,0,650.404889228419,648.105423987777
2011-06-24 12:00:00,684.117647058824,12,4,0,704.025974025974,671.084797555386
2011-06-24 13:00:00,672.620320855616,13,4,0,684.117647058824,648.097784568372
2011-06-24 14:00:00,652.704354469061,14,4,0,672.620320855616,612.100840336135
2011-06-24 15:00:00,598.311688311688,15,4,0,652.704354469061,565.3705118411
2011-06-24 16:00:00,608.265851795264,16,4,0,598.311688311688,602.902979373568
2011-06-24 17:00:00,711.6959511077159,17,4,0,608.265851795264,648.1054239877769
2011-06-24 18:00:00,714.751718869366,18,4,0,711.6959511077159,700.96256684492
2011-06-24 19:00:00,703.262032085562,19,4,0,714.751718869366,667.257448433919
2011-06-24 20:00:00,624.354469060352,20,4,0,703.262032085562,589.877769289535
2011-06-24 21:00:00,607.501909854851,21,4,0,624.354469060352,560.7715813598161
2011-06-24 22:00:00,506.7150496562259,22,4,0,607.501909854851,456.1879297173414
2011-06-24 23:00:00,366.1802902979374,23,4,0,506.7150496562259,344.0183346065699
2011-06-25 00:00:00,333.31550802139043,0,5,1,366.1802902979374,309.6103896103896
2011-06-25 01:00:00,337.89915966386553,1,5,1,333.31550802139043,319.5492742551566
2011-06-25 02:00:00,334.0870893812071,2,5,1,337.89915966386553,321.0771581359817
2011-06-25 03:00:00,325.6684491978611,3,5,1,334.0870893812071,314.9579831932774
2011-06-25 04:00:00,327.20397249809014,4,5,1,325.6684491978611,309.6103896103897
2011-06-25 05:00:00,311.1382734912146,5,5,1,327.20397249809014,300.4430863254392
2011-06-25 06:00:00,401.3521772345305,6,5,1,311.1382734912146,367.7158135981663
2011-06-25 07:00:00,489.045072574485,7,5,1,401.3521772345305,534.4843391902209
2011-06-25 08:00:00,581.978609625668,8,5,1,489.045072574485,549.281894576013
2011-06-25 09:00:00,695.599694423223,9,5,1,581.978609625668,577.6165011459129
2011-06-25 10:00:00,702.490450725746,10,5,1,695.599694423223,650.404889228419
2011-06-25 11:00:00,684.11000763942,11,5,1,702.490450725746,704.025974025974
2011-06-25 12:00:00,725.477463712759,12,5,1,684.11000763942,684.117647058824
2011-06-25 13:00:00,708.617265087853,13,5,1,725.477463712759,672.620320855616
2011-06-25 14:00:00,701.726508785332,14,5,1,708.617265087853,652.704354469061
2011-06-25 15:00:00,641.9709702062651,15,5,1,701.726508785332,598.311688311688
2011-06-25 16:00:00,656.5317035905259,16,5,1,641.9709702062651,608.265851795264
2011-06-25 17:00:00,704.789915966386,17,5,1,656.5317035905259,711.6959511077159
2011-06-25 18:00:00,734.675324675325,18,5,1,704.789915966386,714.751718869366
2011-06-25 19:00:00,715.515660809778,19,5,1,734.675324675325,703.262032085562
2011-06-25 20:00:00,640.443086325439,20,5,1,715.515660809778,624.354469060352
2011-06-25 21:00:00,609.029793735675,21,5,1,640.443086325439,607.501909854851
2011-06-25 22:00:00,512.8342245989305,22,5,1,609.029793735675,506.7150496562259
2011-06-25 23:00:00,369.2436974789917,23,5,1,512.8342245989305,366.1802902979374
2011-06-26 00:00:00,325.6760886172651,0,6,1,369.2436974789917,333.31550802139043
2011-06-26 01:00:00,340.9625668449198,1,6,1,325.6760886172651,337.89915966386553
2011-06-26 02:00:00,342.490450725745,2,6,1,340.9625668449198,334.0870893812071
2011-06-26 03:00:00,327.196333078686,3,6,1,342.490450725745,325.6684491978611
2011-06-26 04:00:00,331.7799847211612,4,6,1,327.196333078686,327.20397249809014
2011-06-26 05:00:00,311.9022154316271,5,6,1,331.7799847211612,311.1382734912146
2011-06-26 06:00:00,382.9946524064165,6,6,1,311.9022154316271,401.3521772345305
2011-06-26 07:00:00,545.974025974025,7,6,1,382.9946524064165,489.045072574485
2011-06-26 08:00:00,615.928189457601,8,6,1,545.974025974025,581.978609625668
2011-06-26 09:00:00,689.465240641711,9,6,1,615.928189457601,695.599694423223
2011-06-26 10:00:00,676.455309396486,10,6,1,689.465240641711,702.490450725746
2011-06-26 11:00:00,722.414056531704,11,6,1,676.455309396486,684.11000763942
2011-06-26 12:00:00,733.132161955691,12,6,1,722.414056531704,725.477463712759
2011-06-26 13:00:00,677.98319327731,13,6,1,733.132161955691,708.617265087853
2011-06-26 14:00:00,650.404889228418,14,6,1,677.98319327731,701.726508785332
2011-06-26 15:00:00,628.953399541635,15,6,1,650.404889228418,641.9709702062651
2011-06-26 16:00:00,708.624904507257,16,6,1,628.953399541635,656.5317035905259
2011-06-26 17:00:00,724.713521772346,17,6,1,708.624904507257,704.789915966386
2011-06-26 18:00:00,684.8739495798329,18,6,1,724.713521772346,734.675324675325
2011-06-26 19:00:00,697.127578304049,19,6,1,684.8739495798329,715.515660809778
2011-06-26 20:00:00,648.1054239877769,20,6,1,697.127578304049,640.443086325439
2011-06-26 21:00:00,603.674560733383,21,6,1,648.1054239877769,609.029793735675
2011-06-26 22:00:00,524.308632543926,22,6,1,603.674560733383,512.8342245989305
2011-06-26 23:00:00,355.47746371275787,23,6,1,524.308632543926,369.2436974789917
2011-06-27 00:00:00,320.3132161955691,0,0,0,355.47746371275787,325.6760886172651
2011-06-27 01:00:00,327.9679144385027,1,0,0,320.3132161955691,340.9625668449198
2011-06-27 02:00:00,324.9121466768526,2,0,0,327.9679144385027,342.490450725745
2011-06-27 03:00:00,316.4935064935064,3,0,0,324.9121466768526,327.196333078686
2011-06-27 04:00:00,311.9098548510313,4,0,0,316.4935064935064,331.7799847211612
2011-06-27 05:00:00,305.79067990832687,5,0,0,311.9098548510313,311.9022154316271
2011-06-27 06:00:00,372.2994652406418,6,0,0,305.79067990832687,382.9946524064165
2011-06-27 07:00:00,551.329258976318,7,0,0,372.2994652406418,545.974025974025
2011-06-27 08:00:00,586.058059587471,8,0,0,551.329258976318,615.928189457601
2011-06-27 09:00:00,638.90756302521,9,0,0,586.058059587471,689.465240641711
2011-06-27 10:00:00,628.189457601223,10,0,0,638.90756302521,676.455309396486
2011-06-27 11:00:00,681.046600458365,11,0,0,628.189457601223,722.414056531704
2011-06-27 12:00:00,697.135217723453,12,0,0,681.046600458365,733.132161955691
2011-06-27 13:00:00,688.708938120702,13,0,0,697.135217723453,677.98319327731
2011-06-27 14:00:00,682.574484339191,14,0,0,688.708938120702,650.404889228418
2011-06-27 15:00:00,615.164247517189,15,0,0,682.574484339191,628.953399541635
2011-06-27 16:00:00,639.679144385027,16,0,0,615.164247517189,708.624904507257
2011-06-27 17:00:00,709.396485867074,17,0,0,639.679144385027,724.713521772346
2011-06-27 18:00:00,700.954927425516,18,0,0,709.396485867074,684.8739495798329
2011-06-27 19:00:00,701.726508785333,19,0,0,700.954927425516,697.127578304049
2011-06-27 20:00:00,611.336898395722,20,0,0,701.726508785333,648.1054239877769
2011-06-27 21:00:00,615.164247517189,21,0,0,611.336898395722,603.674560733383
2011-06-27 22:00:00,534.232238349886,22,0,0,615.164247517189,524.308632543926
2011-06-27 23:00:00,361.5966386554622,23,0,0,534.232238349886,355.47746371275787
2011-06-28 00:00:00,324.9045072574485,0,1,0,361.5966386554622,320.3132161955691
2011-06-28 01:00:00,325.676088617265,1,1,0,324.9045072574485,327.9679144385027
2011-06-28 02:00:00,324.14820473644,2,1,0,325.676088617265,324.9121466768526
2011-06-28 03:00:00,329.48815889992363,3,1,0,324.14820473644,316.4935064935064
2011-06-28 04:00:00,315.729564553094,4,1,0,329.48815889992363,311.9098548510313
2011-06-28 05:00:00,314.9579831932773,5,1,0,315.729564553094,305.79067990832687
2011-06-28 06:00:00,347.8304048892285,6,1,0,314.9579831932773,372.2994652406418
2011-06-28 07:00:00,547.509549274254,7,1,0,347.8304048892285,551.329258976318
2011-06-28 08:00:00,573.032849503438,8,1,0,547.509549274254,586.058059587471
2011-06-28 09:00:00,616.692131398013,9,1,0,573.032849503438,638.90756302521
2011-06-28 10:00:00,572.2689075630251,10,1,0,616.692131398013,628.189457601223
2011-06-28 11:00:00,651.932773109244,11,1,0,572.2689075630251,681.046600458365
2011-06-28 12:00:00,742.337662337663,12,1,0,651.932773109244,697.135217723453
2011-06-28 13:00:00,800.557677616501,13,1,0,742.337662337663,688.708938120702
2011-06-28 14:00:00,756.890756302521,14,1,0,800.557677616501,682.574484339191
2011-06-28 15:00:00,758.418640183346,15,1,0,756.890756302521,615.164247517189
2011-06-28 16:00:00,661.1306340718111,16,1,0,758.418640183346,639.679144385027
2011-06-28 17:00:00,691.000763941941,17,1,0,661.1306340718111,709.396485867074
2011-06-28 18:00:00,700.962566844919,18,1,0,691.000763941941,700.954927425516
2011-06-28 19:00:00,703.262032085561,19,1,0,700.962566844919,701.726508785333
2011-06-28 20:00:00,601.375095492742,20,1,0,703.262032085561,611.336898395722
2011-06-28 21:00:00,589.113827349121,21,1,0,601.375095492742,615.164247517189
2011-06-28 22:00:00,506.692131398014,22,1,0,589.113827349121,534.232238349886
2011-06-28 23:00:00,358.5408708938121,23,1,0,506.692131398014,361.5966386554622
2011-06-29 00:00:00,322.6050420168067,0,2,0,358.5408708938121,324.9045072574485
2011-06-29 01:00:00,324.9045072574484,1,2,0,322.6050420168067,325.676088617265
2011-06-29 02:00:00,325.6760886172651,2,2,0,324.9045072574484,324.14820473644
2011-06-29 03:00:00,316.4858670741022,3,2,0,325.6760886172651,329.48815889992363
2011-06-29 04:00:00,319.55691367456075,4,2,0,316.4858670741022,315.729564553094
2011-06-29 05:00:00,309.6103896103896,5,2,0,319.55691367456075,314.9579831932773
2011-06-29 06:00:00,476.3177998472115,6,2,0,309.6103896103896,347.8304048892285
2011-06-29 07:00:00,516.875477463713,7,2,0,476.3177998472115,547.509549274254
2011-06-29 08:00:00,516.867838044309,8,2,0,516.875477463713,573.032849503438
2011-06-29 09:00:00,609.8013750954931,9,2,0,516.867838044309,616.692131398013
2011-06-29 10:00:00,566.898395721925,10,2,0,609.8013750954931,572.2689075630251
2011-06-29 11:00:00,666.485867074103,11,2,0,566.898395721925,651.932773109244
2011-06-29 12:00:00,659.602750190985,12,2,0,666.485867074103,742.337662337663
2011-06-29 13:00:00,654.988540870894,13,2,0,659.602750190985,800.557677616501
2011-06-29 14:00:00,636.608097784569,14,2,0,654.988540870894,756.890756302521
2011-06-29 15:00:00,614.392666157373,15,2,0,636.608097784569,758.418640183346
2011-06-29 16:00:00,651.932773109244,16,2,0,614.392666157373,661.1306340718111
2011-06-29 17:00:00,676.447669977082,17,2,0,651.932773109244,691.000763941941
2011-06-29 18:00:00,693.300229182582,18,2,0,676.447669977082,700.962566844919
2011-06-29 19:00:00,679.511077158137,19,2,0,693.300229182582,703.262032085561
2011-06-29 20:00:00,605.2024446142091,20,2,0,679.511077158137,601.375095492742
2011-06-29 21:00:00,579.159663865546,21,2,0,605.2024446142091,589.113827349121
2011-06-29 22:00:00,489.0909090909089,22,2,0,579.159663865546,506.692131398014
2011-06-29 23:00:00,363.1168831168831,23,2,0,489.0909090909089,358.5408708938121
2011-06-30 00:00:00,324.140565317036,0,3,0,363.1168831168831,322.6050420168067
2011-06-30 01:00:00,337.9067990832697,1,3,0,324.140565317036,324.9045072574484
2011-06-30 02:00:00,339.4346829640948,2,3,0,337.9067990832697,325.6760886172651
2011-06-30 03:00:00,330.2597402597403,3,3,0,339.4346829640948,316.4858670741022
2011-06-30 04:00:00,336.37127578304063,4,3,0,330.2597402597403,319.55691367456075
2011-06-30 05:00:00,313.43773873185637,5,3,0,336.37127578304063,309.6103896103896
2011-06-30 06:00:00,491.63483575248335,6,3,0,313.43773873185637,476.3177998472115
2011-06-30 07:00:00,539.312452253628,7,3,0,491.63483575248335,516.875477463713
2011-06-30 08:00:00,566.898395721926,8,3,0,539.312452253628,516.867838044309
2011-06-30 09:00:00,633.552330022919,9,3,0,566.898395721926,609.8013750954931
2011-06-30 10:00:00,569.961802902979,10,3,0,633.552330022919,566.898395721925
2011-06-30 11:00:00,664.957983193277,11,3,0,569.961802902979,666.485867074103
2011-06-30 12:00:00,676.455309396486,12,3,0,664.957983193277,659.602750190985
2011-06-30 13:00:00,664.950343773873,13,3,0,676.455309396486,654.988540870894
2011-06-30 14:00:00,658.831168831169,14,3,0,664.950343773873,636.608097784569
2011-06-30 15:00:00,614.392666157372,15,3,0,658.831168831169,614.392666157373
2011-06-30 16:00:00,650.412528647823,16,3,0,614.392666157372,651.932773109244
2011-06-30 17:00:00,689.465240641712,17,3,0,650.412528647823,676.447669977082
2011-06-30 18:00:00,697.135217723454,18,3,0,689.465240641712,693.300229182582
2011-06-30 19:00:00,704.033613445379,19,3,0,697.135217723454,679.511077158137
2011-06-30 20:00:00,633.552330022918,20,3,0,704.033613445379,605.2024446142091
2011-06-30 21:00:00,598.3116883116891,21,3,0,633.552330022918,579.159663865546
2011-06-30 22:00:00,462.3300229182588,22,3,0,598.3116883116891,489.0909090909089
2011-06-30 23:00:00,334.0794499618029,23,3,0,462.3300229182588,363.1168831168831
2011-07-01 00:00:00,302.7349121466769,0,4,0,334.0794499618029,324.140565317036
2011-07-01 01:00:00,308.84644766997707,1,4,0,302.7349121466769,337.9067990832697
2011-07-01 02:00:00,306.5546218487395,2,4,0,308.84644766997707,339.4346829640948
2011-07-01 03:00:00,307.3185637891521,3,4,0,306.5546218487395,330.2597402597403
2011-07-01 04:00:00,311.9098548510313,4,4,0,307.3185637891521,336.37127578304063
2011-07-01 05:00:00,303.4988540870893,5,4,0,311.9098548510313,313.43773873185637
2011-07-01 06:00:00,375.3552330022917,6,4,0,303.4988540870893,491.63483575248335
2011-07-01 07:00:00,549.2818945760121,7,4,0,375.3552330022917,539.312452253628
2011-07-01 08:00:00,577.387318563789,8,4,0,549.2818945760121,566.898395721926
2011-07-01 09:00:00,621.298701298701,9,4,0,577.387318563789,633.552330022919
2011-07-01 10:00:00,606.745607333842,10,4,0,621.298701298701,569.961802902979
2011-07-01 11:00:00,660.359052711993,11,4,0,606.745607333842,664.957983193277
2011-07-01 12:00:00,715.5156608097791,12,4,0,660.359052711993,676.455309396486
2011-07-01 13:00:00,702.498090145149,13,4,0,715.5156608097791,664.950343773873
2011-07-01 14:00:00,692.528647822765,14,4,0,702.498090145149,658.831168831169
2011-07-01 15:00:00,633.552330022919,15,4,0,692.528647822765,614.392666157372
2011-07-01 16:00:00,700.962566844921,16,4,0,633.552330022919,650.412528647823
2011-07-01 17:00:00,729.312452253628,17,4,0,700.962566844921,689.465240641712
2011-07-01 18:00:00,758.418640183346,18,4,0,729.312452253628,697.135217723454
2011-07-01 19:00:00,726.249045072574,19,4,0,758.418640183346,704.033613445379
2011-07-01 20:00:00,636.608097784569,20,4,0,726.249045072574,633.552330022918
2011-07-01 21:00:00,602.910618792971,21,4,0,636.608097784569,598.3116883116891
2011-07-01 22:00:00,525.080213903743,22,4,0,602.910618792971,462.3300229182588
2011-07-01 23:00:00,357.0129870129871,23,4,0,525.080213903743,334.0794499618029
2011-07-02 00:00:00,309.6103896103897,0,5,1,357.0129870129871,302.7349121466769
2011-07-02 01:00:00,324.9121466768526,1,5,1,309.6103896103897,308.84644766997707
2011-07-02 02:00:00,325.6608097784568,2,5,1,324.9121466768526,306.5546218487395
2011-07-02 03:00:00,312.66615737203983,3,5,1,325.6608097784568,307.3185637891521
2011-07-02 04:00:00,317.25744843391897,4,5,1,312.66615737203983,311.9098548510313
2011-07-02 05:00:00,295.859434682964,5,5,1,317.25744843391897,303.4988540870893
2011-07-02 06:00:00,380.71046600458374,6,5,1,295.859434682964,375.3552330022917
2011-07-02 07:00:00,562.299465240641,7,5,1,380.71046600458374,549.2818945760121
2011-07-02 08:00:00,571.497326203208,8,5,1,562.299465240641,577.387318563789
2011-07-02 09:00:00,643.4988540870891,9,5,1,571.497326203208,621.298701298701
2011-07-02 10:00:00,680.2750190985489,10,5,1,643.4988540870891,606.745607333842
2011-07-02 11:00:00,653.4682964094729,11,5,1,680.2750190985489,660.359052711993
2011-07-02 12:00:00,719.350649350651,12,5,1,653.4682964094729,715.5156608097791
2011-07-02 13:00:00,670.320855614974,13,5,1,719.350649350651,702.498090145149
2011-07-02 14:00:00,671.084797555386,14,5,1,670.320855614974,692.528647822765
2011-07-02 15:00:00,618.2352941176471,15,5,1,671.084797555386,633.552330022919
2011-07-02 16:00:00,632.016806722689,16,5,1,618.2352941176471,700.962566844921
2011-07-02 17:00:00,705.5614973262041,17,5,1,632.016806722689,729.312452253628
2011-07-02 18:00:00,681.810542398778,18,5,1,705.5614973262041,758.418640183346
2011-07-02 19:00:00,699.434682964094,19,5,1,681.810542398778,726.249045072574
2011-07-02 20:00:00,587.585943468296,20,5,1,699.434682964094,636.608097784569
2011-07-02 21:00:00,575.332314744079,21,5,1,587.585943468296,602.910618792971
2011-07-02 22:00:00,479.1520244461429,22,5,1,575.332314744079,525.080213903743
2011-07-02 23:00:00,333.31550802139043,23,5,1,479.1520244461429,357.0129870129871
2011-07-03 00:00:00,298.91520244461424,0,6,1,333.31550802139043,309.6103896103897
2011-07-03 01:00:00,306.55462184873943,1,6,1,298.91520244461424,324.9121466768526
2011-07-03 02:00:00,308.8464476699771,2,6,1,306.55462184873943,325.6608097784568
2011-07-03 03:00:00,298.9152024446141,3,6,1,308.8464476699771,312.66615737203983
2011-07-03 04:00:00,304.2627960275018,4,6,1,298.9152024446141,317.25744843391897
2011-07-03 05:00:00,298.1512605042017,5,6,1,304.2627960275018,295.859434682964
2011-07-03 06:00:00,361.59663865546213,6,6,1,298.1512605042017,380.71046600458374
2011-07-03 07:00:00,516.867838044309,7,6,1,361.59663865546213,562.299465240641
2011-07-03 08:00:00,556.172650878534,8,6,1,516.867838044309,571.497326203208
2011-07-03 09:00:00,604.4385026737959,9,6,1,556.172650878534,643.4988540870891
2011-07-03 10:00:00,585.294117647059,10,6,1,604.4385026737959,680.2750190985489
2011-07-03 11:00:00,591.4132925897629,11,6,1,585.294117647059,653.4682964094729
2011-07-03 12:00:00,622.05500381971,12,6,1,591.4132925897629,719.350649350651
2011-07-03 13:00:00,620.527119938885,13,6,1,622.05500381971,670.320855614974
2011-07-03 14:00:00,568.426279602751,14,6,1,620.527119938885,671.084797555386
2011-07-03 15:00:00,517.097020626432,15,6,1,568.426279602751,618.2352941176471
2011-07-03 16:00:00,591.420932009166,16,6,1,517.097020626432,632.016806722689
2011-07-03 17:00:00,609.0297937356751,17,6,1,591.420932009166,705.5614973262041
2011-07-03 18:00:00,599.075630252101,18,6,1,609.0297937356751,681.810542398778
2011-07-03 19:00:00,601.375095492742,19,6,1,599.075630252101,699.434682964094
2011-07-03 20:00:00,575.324675324677,20,6,1,601.375095492742,587.585943468296
2011-07-03 21:00:00,574.560733384263,21,6,1,575.324675324677,575.332314744079
2011-07-03 22:00:00,488.31932773109304,22,6,1,574.560733384263,479.1520244461429
2011-07-03 23:00:00,347.0741023682201,23,6,1,488.31932773109304,333.31550802139043
2011-07-04 00:00:00,306.55462184873943,0,0,0,347.0741023682201,298.91520244461424
2011-07-04 01:00:00,317.2498090145149,1,0,0,306.55462184873943,306.55462184873943
2011-07-04 02:00:00,324.1329258976318,2,0,0,317.2498090145149,308.8464476699771
2011-07-04 03:00:00,320.3132161955691,3,0,0,324.1329258976318,298.9152024446141
2011-07-04 04:00:00,325.6760886172651,4,0,0,320.3132161955691,304.2627960275018
2011-07-04 05:00:00,306.55462184873943,5,0,0,325.6760886172651,298.1512605042017
2011-07-04 06:00:00,394.4690603514134,6,0,0,306.55462184873943,361.59663865546213
2011-07-04 07:00:00,478.342245989305,7,0,0,394.4690603514134,516.867838044309
2011-07-04 08:00:00,542.146676852559,8,0,0,478.342245989305,556.172650878534
2011-07-04 09:00:00,615.164247517189,9,0,0,542.146676852559,604.4385026737959
2011-07-04 10:00:00,556.172650878532,10,0,0,615.164247517189,585.294117647059
2011-07-04 11:00:00,620.527119938885,11,0,0,556.172650878532,591.4132925897629
2011-07-04 12:00:00,638.907563025211,12,0,0,620.527119938885,622.05500381971
2011-07-04 13:00:00,622.062643239114,13,0,0,638.907563025211,620.527119938885
2011-07-04 14:00:00,619.763177998472,14,0,0,622.062643239114,568.426279602751
2011-07-04 15:00:00,592.184873949579,15,0,0,619.763177998472,517.097020626432
2011-07-04 16:00:00,638.143621084798,16,0,0,592.184873949579,591.420932009166
2011-07-04 17:00:00,694.835752482811,17,0,0,638.143621084798,609.0297937356751
2011-07-04 18:00:00,668.7929717341481,18,0,0,694.835752482811,599.075630252101
2011-07-04 19:00:00,657.303284950344,19,0,0,668.7929717341481,601.375095492742
2011-07-04 20:00:00,595.248281130634,20,0,0,657.303284950344,575.324675324677
2011-07-04 21:00:00,575.324675324676,21,0,0,595.248281130634,574.560733384263
2011-07-04 22:00:00,496.7379679144385,22,0,0,575.324675324676,488.31932773109304
2011-07-04 23:00:00,353.1856378915203,23,0,0,496.7379679144385,347.0741023682201
2011-07-05 00:00:00,312.6661573720398,0,1,0,353.1856378915203,306.55462184873943
2011-07-05 01:00:00,323.3689839572192,1,1,0,312.6661573720398,317.2498090145149
2011-07-05 02:00:00,332.5515660809778,2,1,0,323.3689839572192,324.1329258976318
2011-07-05 03:00:00,318.0213903743315,3,1,0,332.5515660809778,320.3132161955691
2011-07-05 04:00:00,317.2650878533231,4,1,0,318.0213903743315,325.6760886172651
2011-07-05 05:00:00,309.6103896103896,5,1,0,317.2650878533231,306.55462184873943
2011-07-05 06:00:00,414.61420932009094,6,1,0,309.6103896103896,394.4690603514134
2011-07-05 07:00:00,467.097020626433,7,1,0,414.61420932009094,478.342245989305
2011-07-05 08:00:00,556.7074102368219,8,1,0,467.097020626433,542.146676852559
2011-07-05 09:00:00,613.628724216959,9,1,0,556.7074102368219,615.164247517189
2011-07-05 10:00:00,601.367456073338,10,1,0,613.628724216959,556.172650878532
2011-07-05 11:00:00,644.270435446906,11,1,0,601.367456073338,620.527119938885
2011-07-05 12:00:00,675.6913674560731,12,1,0,644.270435446906,638.907563025211
2011-07-05 13:00:00,664.18640183346,13,1,0,675.6913674560731,622.062643239114
2011-07-05 14:00:00,694.064171122995,14,1,0,664.18640183346,619.763177998472
2011-07-05 15:00:00,624.354469060351,15,1,0,694.064171122995,592.184873949579
2011-07-05 16:00:00,664.950343773873,16,1,0,624.354469060351,638.143621084798
2011-07-05 17:00:00,727.012987012987,17,1,0,664.950343773873,694.835752482811
2011-07-05 18:00:00,739.281894576012,18,1,0,727.012987012987,668.7929717341481
2011-07-05 19:00:00,708.6249045072581,19,1,0,739.281894576012,657.303284950344
2011-07-05 20:00:00,636.600458365165,20,1,0,708.6249045072581,595.248281130634
2011-07-05 21:00:00,604.430863254393,21,1,0,636.600458365165,575.324675324676
2011-07-05 22:00:00,515.8670741023681,22,1,0,604.430863254393,496.7379679144385
2011-07-05 23:00:00,390.6417112299473,23,1,0,515.8670741023681,353.1856378915203
2011-07-06 00:00:00,342.490450725745,0,2,0,390.6417112299473,312.6661573720398
2011-07-06 01:00:00,357.005347593583,1,2,0,342.490450725745,323.3689839572192
2011-07-06 02:00:00,358.5332314744079,2,2,0,357.005347593583,332.5515660809778
2011-07-06 03:00:00,346.3101604278075,3,2,0,358.5332314744079,318.0213903743315
2011-07-06 04:00:00,349.3659281894576,4,2,0,346.3101604278075,317.2650878533231
2011-07-06 05:00:00,324.140565317036,5,2,0,349.3659281894576,309.6103896103896
2011-07-06 06:00:00,396.76852559205463,6,2,0,324.140565317036,414.61420932009094
2011-07-06 07:00:00,546.210847975553,7,2,0,396.76852559205463,467.097020626433
2011-07-06 08:00:00,568.433919022155,8,2,0,546.210847975553,556.7074102368219
2011-07-06 09:00:00,585.286478227655,9,2,0,568.433919022155,613.628724216959
2011-07-06 10:00:00,579.1520244461431,10,2,0,585.286478227655,601.367456073338
2011-07-06 11:00:00,662.650878533232,11,2,0,579.1520244461431,644.270435446906
2011-07-06 12:00:00,643.514132925898,12,2,0,662.650878533232,675.6913674560731
2011-07-06 13:00:00,688.708938120702,13,2,0,643.514132925898,664.18640183346
2011-07-06 14:00:00,661.88693659282,14,2,0,688.708938120702,694.064171122995
2011-07-06 15:00:00,618.983957219251,15,2,0,661.88693659282,624.354469060351
2011-07-06 16:00:00,611.3368983957221,16,2,0,618.983957219251,664.950343773873
2011-07-06 17:00:00,696.37127578304,17,2,0,611.3368983957221,727.012987012987
2011-07-06 18:00:00,688.708938120703,18,2,0,696.37127578304,739.281894576012
2011-07-06 19:00:00,657.295645530941,19,2,0,688.708938120703,708.6249045072581
2011-07-06 20:00:00,595.248281130634,20,2,0,657.295645530941,636.600458365165
2011-07-06 21:00:00,584.522536287243,21,2,0,595.248281130634,604.430863254393
2011-07-06 22:00:00,456.70741023682217,22,2,0,584.522536287243,515.8670741023681
2011-07-06 23:00:00,337.8991596638656,23,2,0,456.70741023682217,390.6417112299473
2011-07-07 00:00:00,299.6791443850267,0,3,0,337.8991596638656,342.490450725745
2011-07-07 01:00:00,298.9152024446143,1,3,0,299.6791443850267,357.005347593583
2011-07-07 02:00:00,309.6103896103896,2,3,0,298.9152024446143,358.5332314744079
2011-07-07 03:00:00,292.7960275019099,3,3,0,309.6103896103896,346.3101604278075
2011-07-07 04:00:00,295.85179526356,4,3,0,292.7960275019099,349.3659281894576
2011-07-07 05:00:00,285.9129106187929,5,3,0,295.85179526356,324.140565317036
2011-07-07 06:00:00,347.8304048892287,6,3,0,285.9129106187929,396.76852559205463
2011-07-07 07:00:00,516.096256684491,7,3,0,347.8304048892287,546.210847975553
2011-07-07 08:00:00,544.675324675325,8,3,0,516.096256684491,568.433919022155
2011-07-07 09:00:00,563.8426279602741,9,3,0,544.675324675325,585.286478227655
2011-07-07 10:00:00,572.261268143623,10,3,0,563.8426279602741,579.1520244461431
2011-07-07 11:00:00,641.214667685256,11,3,0,572.261268143623,662.650878533232
2011-07-07 12:00:00,632.780748663102,12,3,0,641.214667685256,643.514132925898
2011-07-07 13:00:00,644.278074866309,13,3,0,632.780748663102,688.708938120702
2011-07-07 14:00:00,645.805958747136,14,3,0,644.278074866309,661.88693659282
2011-07-07 15:00:00,573.789152024446,15,3,0,645.805958747136,618.983957219251
2011-07-07 16:00:00,634.31627196333,16,3,0,573.789152024446,611.3368983957221
2011-07-07 17:00:00,657.29564553094,17,3,0,634.31627196333,696.37127578304
2011-07-07 18:00:00,623.598166539343,18,3,0,657.29564553094,688.708938120703
2011-07-07 19:00:00,643.514132925899,19,3,0,623.598166539343,657.295645530941
2011-07-07 20:00:00,569.197860962567,20,3,0,643.514132925899,595.248281130634
2011-07-07 21:00:00,585.286478227654,21,3,0,569.197860962567,584.522536287243
2011-07-07 22:00:00,498.2811306340725,22,3,0,585.286478227654,456.70741023682217
2011-07-07 23:00:00,336.3789152024447,23,3,0,498.2811306340725,337.8991596638656
2011-07-08 00:00:00,298.1512605042017,0,4,0,336.3789152024447,299.6791443850267
2011-07-08 01:00:00,304.2627960275019,1,4,0,298.1512605042017,298.9152024446143
2011-07-08 02:00:00,310.3743315508021,2,4,0,304.2627960275019,309.6103896103896
2011-07-08 03:00:00,301.9709702062643,3,4,0,310.3743315508021,292.7960275019099
2011-07-08 04:00:00,307.318563789152,4,4,0,301.9709702062643,295.85179526356
2011-07-08 05:00:00,287.440794499618,5,4,0,307.318563789152,285.9129106187929
2011-07-08 06:00:00,363.1245225362877,6,4,0,287.440794499618,347.8304048892287
2011-07-08 07:00:00,516.088617265087,7,4,0,363.1245225362877,516.096256684491
